Date,DAX,FTSE
1999-05-31,0.0217,0.0
1999-06-01,-0.9584,0.3824
1999-06-02,-0.4662,0.8352
1999-06-03,0.0,0.7355
1999-06-04,2.2006,0.2032
1999-06-07,1.612,0.7946
1999-06-08,0.4033,0.3043
1999-06-09,0.8215,0.3338
1999-06-10,-0.9026,-0.7686
1999-06-11,1.0694,1.2709
1999-06-14,0.1277,-0.8426
1999-06-15,1.4043,0.328
1999-06-16,0.7185,0.8315
1999-06-17,0.5714,-0.1733
1999-06-18,0.3385,0.5267
1999-06-21,0.7025,0.8187
1999-06-22,0.0037,-0.4381
1999-06-23,-1.272,-0.8539
1999-06-24,-1.3245,-1.2281
1999-06-25,-0.4953,0.2921
1999-06-28,1.0515,-0.4612
1999-06-29,0.0482,-1.5403
1999-06-30,0.3543,0.1815
1999-07-01,1.8909,2.6964
1999-07-02,0.7085,0.0465
1999-07-05,1.9309,1.5416
1999-07-06,-0.2261,0.4343
1999-07-07,-0.4347,-0.3506
1999-07-08,0.3328,-0.6075
1999-07-09,0.568,0.0802
1999-07-12,0.2318,-0.261
1999-07-13,-1.3836,-1.5255
1999-07-14,0.6651,0.427
1999-07-15,0.1492,1.5734
1999-07-16,0.0121,-0.1786
1999-07-19,0.0854,-1.2117
1999-07-20,-2.3726,-1.4148
1999-07-21,-1.4044,-0.9725
1999-07-22,-1.3531,-0.5068
1999-07-23,-0.5669,-1.4343
1999-07-26,-1.9619,-0.6168
1999-07-27,0.3403,1.5189
1999-07-28,0.1034,0.5491
1999-07-29,-3.3892,-2.8535
1999-07-30,0.9807,1.87
1999-08-02,0.5416,0.9044
1999-08-03,-0.4254,-0.5986
1999-08-04,0.2289,-0.2435
1999-08-05,-2.7527,-2.1461
1999-08-06,0.6432,0.3178
1999-08-09,1.5334,0.089
1999-08-10,-1.6989,-2.4174
1999-08-11,0.3763,0.6037
1999-08-12,2.1463,2.3094
1999-08-13,1.7943,1.4917
1999-08-16,0.7217,-0.1556
1999-08-17,0.0535,-1.1059
1999-08-18,-0.5597,0.5729
1999-08-19,-0.834,-1.3512
1999-08-20,0.6362,1.0275
1999-08-23,1.5734,2.2856
1999-08-24,0.4157,-0.1115
1999-08-25,1.4331,0.8619
1999-08-26,-0.2033,0.2267
1999-08-27,0.5756,-0.1374
1999-08-30,-0.5134,0.0
1999-08-31,-2.2579,-2.0191
1999-09-01,0.8794,0.4761
1999-09-02,-2.3923,-1.2839
1999-09-03,2.8189,2.204
1999-09-06,1.2055,0.6878
1999-09-07,-0.1702,-1.0382
1999-09-08,0.1732,-0.8866
1999-09-09,0.6695,0.1121
1999-09-10,0.8661,-1.1112
1999-09-13,-0.6754,-0.356
1999-09-14,-0.8342,-0.8593
1999-09-15,-0.2646,-0.7892
1999-09-16,-1.5362,-0.8748
1999-09-17,-0.009,0.4188
1999-09-20,0.9057,0.277
1999-09-21,-1.2934,-1.6377
1999-09-22,-0.8329,-0.7287
1999-09-23,1.1608,0.9432
1999-09-24,-2.0638,-0.5372
1999-09-27,0.9526,2.3737
1999-09-28,-2.3005,-1.1746
1999-09-29,0.3227,0.2241
1999-09-30,0.2767,0.1528
1999-10-01,-0.4909,-0.9803
1999-10-04,1.8404,1.3759
1999-10-05,1.5902,0.5226
1999-10-06,0.9708,0.214
1999-10-07,1.2327,1.6879
1999-10-08,-0.0009,-0.0171
1999-10-11,-0.0878,0.5709
1999-10-12,-1.035,-0.9612
1999-10-13,-1.1763,-0.9958
1999-10-14,-1.419,-1.2098
1999-10-15,-0.6908,-2.1868
1999-10-18,-0.5391,-0.6458
1999-10-19,1.9244,2.1214
1999-10-20,0.6797,0.2167
1999-10-21,-0.8456,-1.1211
1999-10-22,2.1207,2.0132
1999-10-25,-0.6971,-0.8178
1999-10-26,1.2849,1.3818
1999-10-27,-0.4621,-0.7665
1999-10-28,2.1445,1.7103
1999-10-29,0.8489,1.7339
1999-11-01,-0.0087,0.4516
1999-11-02,0.3987,-0.5088
1999-11-03,0.2509,0.4613
1999-11-04,1.3442,0.8039
1999-11-05,0.3989,0.3993
1999-11-08,-0.1796,0.2789
1999-11-09,0.8284,0.9587
1999-11-10,0.8374,0.1789
1999-11-11,1.0438,1.6206
1999-11-12,-0.1949,-0.6084
1999-11-15,1.1784,0.3388
1999-11-16,0.8573,0.7553
1999-11-17,-0.6659,-0.4147
1999-11-18,1.3608,-0.0754
1999-11-19,0.0995,-1.0457
1999-11-22,-2.2848,-0.6211
1999-11-23,-0.0885,1.4314
1999-11-24,0.0686,0.4218
1999-11-25,2.4528,1.844
1999-11-26,-0.0567,0.0304
1999-11-29,-1.1613,0.1125
1999-11-30,0.1216,-1.4216
1999-12-01,0.6411,0.7397
1999-12-02,0.0566,0.1159
1999-12-03,3.0649,1.3301
1999-12-06,0.3762,-0.7143
1999-12-07,0.2699,-0.4943
1999-12-08,-0.7011,-0.6236
1999-12-09,0.0404,0.9285
1999-12-10,-0.3295,0.8783
1999-12-13,0.4805,-0.4275
1999-12-14,0.9921,-0.1286
1999-12-15,0.7233,-1.0185
1999-12-16,1.7414,0.5752
1999-12-17,0.1989,0.7884
1999-12-20,0.3897,0.0983
1999-12-21,0.6274,-0.3519
1999-12-22,1.1505,0.3153
1999-12-23,4.4645,0.7157
1999-12-24,0.0,0.4383
1999-12-27,0.8112,0.0
1999-12-28,0.3529,0.0
1999-12-29,-0.0286,0.4319
1999-12-30,1.4368,1.3793
1999-12-31,0.0,0.0
2000-01-03,-2.9804,0.0
2000-01-04,-2.4265,-3.8143
2000-01-05,-1.2886,-1.9496
2000-01-06,-0.4176,-1.3565
2000-01-07,4.7265,0.892
2000-01-10,2.1319,1.5828
2000-01-11,-0.4948,-1.3434
2000-01-12,0.3129,0.2132
2000-01-13,0.6245,-0.0211
2000-01-14,3.1231,1.9401
2000-01-17,1.1944,0.1694
2000-01-18,-2.5731,-2.4723
2000-01-19,0.2675,-0.9089
2000-01-20,0.3049,-1.5006
2000-01-21,-1.6859,-0.0381
2000-01-24,-0.8689,0.5282
2000-01-25,-1.765,-1.6573
2000-01-26,2.3456,1.6178
2000-01-27,2.2493,1.0253
2000-01-28,-0.8354,-1.0148
2000-01-31,-3.2689,-1.6794
2000-02-01,3.1433,0.3572
2000-02-02,1.7231,0.1892
2000-02-03,2.542,0.3411
2000-02-04,1.2285,-2.2034
2000-02-07,-1.9919,-1.0726
2000-02-08,3.4752,2.7321
2000-02-09,1.0494,0.4709
2000-02-10,1.0507,-0.5637
2000-02-11,-1.2676,-1.3773
2000-02-14,0.4368,-2.0135
2000-02-15,-3.2528,-1.0452
2000-02-16,1.2735,2.3678
2000-02-17,1.2044,1.0079
2000-02-18,-0.089,-0.7147
2000-02-21,0.2212,-1.3518
2000-02-22,0.2294,-1.0999
2000-02-23,1.1965,2.1509
2000-02-24,-0.7591,-0.9342
2000-02-25,1.2846,1.8282
2000-02-28,-1.9583,-1.5866
2000-02-29,0.7568,2.1791
2000-03-01,1.0907,2.1232
2000-03-02,2.8189,1.0559
2000-03-03,0.1795,0.8607
2000-03-06,0.1979,1.2385
2000-03-07,1.1183,-1.5419
2000-03-08,-0.9668,-0.8556
2000-03-09,-0.4739,1.8858
2000-03-10,0.3371,0.5606
2000-03-13,-3.5369,-1.5507
2000-03-14,-0.5693,0.313
2000-03-15,-3.0796,-0.6185
2000-03-16,2.2861,1.7103
2000-03-17,1.6741,0.0113
2000-03-20,2.0939,1.0143
2000-03-21,-0.8187,-0.1002
2000-03-22,-0.1192,-0.1247
2000-03-23,-1.3315,-0.2271
2000-03-24,3.0883,2.1819
2000-03-27,-0.5034,-0.7617
2000-03-28,0.4997,-0.5537
2000-03-29,-0.8468,-0.7716
2000-03-30,-2.7956,-2.3286
2000-03-31,-0.5952,1.4747
2000-04-03,-2.2393,-1.1941
2000-04-04,1.2596,-0.543
2000-04-05,-2.5526,-0.7423
2000-04-06,1.5747,1.1258
2000-04-07,1.0205,1.8406
2000-04-10,-0.0698,-0.5556
2000-04-11,-0.9883,-2.3596
2000-04-12,0.0055,-0.4455
2000-04-13,0.0805,0.0976
2000-04-14,-3.1444,-2.8139
2000-04-17,-0.3838,-2.971
2000-04-18,0.1301,1.3257
2000-04-19,0.281,1.8253
2000-04-20,-0.8142,0.9104
2000-04-21,0.0,0.0
2000-04-24,0.0,0.0
2000-04-25,1.7122,0.6689
2000-04-26,1.484,-0.4208
2000-04-27,-2.2577,-1.2349
2000-04-28,2.6717,2.3977
2000-05-01,0.0,0.0
2000-05-02,1.9049,0.7264
2000-05-03,-2.3689,-2.9592
2000-05-04,0.1326,0.2391
2000-05-05,1.9509,0.6333
2000-05-08,-1.6297,-0.3613
2000-05-09,-1.7218,-1.4879
2000-05-10,-2.1932,-0.3782
2000-05-11,1.9467,2.3806
2000-05-12,0.135,0.6015
2000-05-15,-1.0198,-0.569
2000-05-16,2.4448,1.131
2000-05-17,-2.1645,-1.9331
2000-05-18,-0.415,0.5928
2000-05-19,-2.6812,-3.0093
2000-05-22,-1.0884,-0.1628
2000-05-23,0.2131,0.8491
2000-05-24,-1.3397,0.5229
2000-05-25,2.1067,1.8385
2000-05-26,-0.5809,-0.2277
2000-05-29,1.1289,0.0
2000-05-30,1.4622,2.2945
2000-05-31,-0.1347,-0.0035
2000-06-01,2.2939,1.7484
2000-06-02,2.2851,2.4085
2000-06-05,-0.4158,-1.2032
2000-06-06,-0.6509,0.0015
2000-06-07,-0.9079,-0.6557
2000-06-08,-0.6835,-0.1115
2000-06-09,0.1574,-0.8126
2000-06-12,-0.2604,-0.2002
2000-06-13,0.4598,0.2524
2000-06-14,1.1285,1.3833
2000-06-15,-0.3036,-0.6958
2000-06-16,-2.6911,0.5423
2000-06-19,0.9451,-0.5484
2000-06-20,0.3955,0.5656
2000-06-21,-1.7597,-0.7533
2000-06-22,-0.6538,-0.9871
2000-06-23,-1.0386,-0.3482
2000-06-26,0.6702,0.214
2000-06-27,0.3098,-0.4659
2000-06-28,0.1006,-0.9694
2000-06-29,-2.5724,-1.1808
2000-06-30,0.3443,1.1818
2000-07-03,0.8807,2.4985
2000-07-04,-0.2098,-0.8259
2000-07-05,0.2501,-0.5381
2000-07-06,-0.1528,0.5818
2000-07-07,1.4549,1.2143
2000-07-10,0.2637,-0.4817
2000-07-11,-0.9453,0.1485
2000-07-12,0.8851,0.6588
2000-07-13,1.8401,-0.6561
2000-07-14,1.7008,-0.0057
2000-07-17,1.5348,0.7735
2000-07-18,-0.3202,-1.148
2000-07-19,-0.5446,0.2311
2000-07-20,1.5417,0.0551
2000-07-21,-1.4289,-1.4004
2000-07-24,-0.6096,0.0453
2000-07-25,0.01,0.1478
2000-07-26,-0.3673,-0.0571
2000-07-27,-1.6253,-0.5474
2000-07-28,-0.7676,-0.2588
2000-07-31,0.8708,0.4667
2000-08-01,-0.6236,0.2214
2000-08-02,-0.4629,0.187
2000-08-03,-1.048,-1.1602
2000-08-04,-0.3029,0.7342
2000-08-07,1.3772,0.3814
2000-08-08,0.1489,-0.4643
2000-08-09,1.4445,0.8784
2000-08-10,0.7508,-0.4163
2000-08-11,0.577,-0.044
2000-08-14,0.1187,0.5556
2000-08-15,-0.3306,0.8659
2000-08-16,0.1073,0.873
2000-08-17,-0.5036,-0.2125
2000-08-18,-0.6321,0.3911
2000-08-21,-0.4574,-0.0225
2000-08-22,0.6926,0.6516
2000-08-23,-0.2265,-0.2822
2000-08-24,-0.0348,-0.1401
2000-08-25,1.0637,0.1017
2000-08-28,0.4386,0.0
2000-08-29,-0.6107,0.3437
2000-08-30,-1.4921,0.438
2000-08-31,0.4299,0.8698
2000-09-01,1.7768,1.8336
2000-09-04,1.3736,0.0449
2000-09-05,-0.6781,-0.6705
2000-09-06,-0.8391,-0.8552
2000-09-07,0.5498,-0.0828
2000-09-08,-1.4318,-1.3223
2000-09-11,-0.7337,-0.2845
2000-09-12,-1.0909,-0.4017
2000-09-13,-1.8147,-1.1796
2000-09-14,0.6029,1.1934
2000-09-15,-0.6946,-2.1082
2000-09-18,-1.5408,-0.1114
2000-09-19,0.6682,-0.1037
2000-09-20,-2.4865,-1.9307
2000-09-21,-1.2167,-1.2852
2000-09-22,0.8579,0.109
2000-09-25,0.7187,0.8252
2000-09-26,-0.3484,-0.7019
2000-09-27,0.7246,0.9034
2000-09-28,0.2744,-0.0842
2000-09-29,-0.507,0.4818
2000-10-02,0.9435,-0.1554
2000-10-03,0.0,0.964
2000-10-04,-0.5658,-0.1592
2000-10-05,1.0121,0.7425
2000-10-06,-1.6844,0.1449
2000-10-09,-1.4109,-1.9776
2000-10-10,-0.1142,-0.2739
2000-10-11,-1.6712,-2.0816
2000-10-12,-1.4687,0.2339
2000-10-13,3.0322,1.2662
2000-10-16,-0.5112,1.2263
2000-10-17,-1.4416,-1.3122
2000-10-18,-0.7457,-0.8868
2000-10-19,2.1044,1.1494
2000-10-20,-0.0151,0.9223
2000-10-23,0.0369,0.6314
2000-10-24,2.748,1.9392
2000-10-25,-0.8025,-1.0958
2000-10-26,0.2916,-1.0288
2000-10-27,2.3165,1.0191
2000-10-30,0.0273,0.3432
2000-10-31,2.1781,0.783
2000-11-01,-0.2596,0.2981
2000-11-02,0.4189,-1.0159
2000-11-03,0.5591,-0.1028
2000-11-06,0.1127,0.7133
2000-11-07,-0.8411,0.5585
2000-11-08,-0.9559,0.1617
2000-11-09,-0.7011,-0.5431
2000-11-10,-1.5491,-0.6515
2000-11-13,-1.5995,-1.9596
2000-11-14,3.3306,2.2009
2000-11-15,-0.0798,0.3025
2000-11-16,-1.7092,-0.0295
2000-11-17,-1.3128,0.1508
2000-11-20,-2.115,-1.477
2000-11-21,1.0378,0.5858
2000-11-22,-2.5087,-2.5194
2000-11-23,1.3894,1.0593
2000-11-24,0.9571,0.6408
2000-11-27,0.4911,0.745
2000-11-28,-1.0654,-1.9592
2000-11-29,-0.4111,-1.3588
2000-11-30,-3.425,-0.3679
2000-12-01,2.2061,0.4594
2000-12-04,-1.6093,-0.1904
2000-12-05,3.5734,2.2783
2000-12-06,-0.2236,-0.4074
2000-12-07,-0.8482,-0.6687
2000-12-08,1.9063,0.9141
2000-12-11,1.364,1.3043
2000-12-12,-0.7214,0.3149
2000-12-13,-1.6838,0.1964
2000-12-14,-2.2697,-2.1732
2000-12-15,-2.143,-1.4049
2000-12-18,0.9311,1.1443
2000-12-19,1.3932,0.7764
2000-12-20,-3.5578,-1.8788
2000-12-21,-0.769,-0.9913
2000-12-22,0.8175,-0.2935
2000-12-25,0.0,0.0
2000-12-26,0.0,0.0
2000-12-27,1.2279,1.9785
2000-12-28,0.6871,0.0812
2000-12-29,0.9726,-0.0122
2001-01-01,0.0,0.0
2001-01-02,-2.235,-0.7669
2001-01-03,2.3075,-2.1839
2001-01-04,-0.9079,2.4128
2001-01-05,0.0905,0.2016
2001-01-08,0.1545,-0.7823
2001-01-09,0.1932,-0.9994
2001-01-10,-1.3186,-0.4645
2001-01-11,2.2965,0.9081
2001-01-12,0.3839,0.8281
2001-01-15,0.506,0.0774
2001-01-16,-0.3259,-1.4101
2001-01-17,2.3343,1.8751
2001-01-18,-0.2648,0.2019
2001-01-19,0.2377,-0.0089
2001-01-22,0.3529,0.3649
2001-01-23,0.7103,-0.2779
2001-01-24,-0.2341,0.7997
2001-01-25,0.3104,-0.1394
2001-01-26,-0.48,0.6188
2001-01-29,0.8328,0.3597
2001-01-30,-0.1727,0.2778
2001-01-31,0.8286,-0.5841
2001-02-01,-1.3312,-0.7257
2001-02-02,-0.9915,0.0736
2001-02-05,-0.1526,0.2043
2001-02-06,0.9801,0.3863
2001-02-07,-1.7043,-1.077
2001-02-08,0.8793,-0.314
2001-02-09,-2.1055,-0.6743
2001-02-12,1.0442,1.2512
2001-02-13,-0.1063,-0.2065
2001-02-14,-1.1903,-0.8392
2001-02-15,1.7253,0.3509
2001-02-16,-2.3122,-1.7685
2001-02-19,0.5117,0.0931
2001-02-20,-0.3189,-1.8679
2001-02-21,-1.6055,-0.1299
2001-02-22,-1.1027,0.5154
2001-02-23,-3.2279,-0.9902
2001-02-26,1.872,-0.4533
2001-02-27,0.5075,0.4134
2001-02-28,-0.1968,-0.3927
2001-03-01,-1.3669,-0.157
2001-03-02,0.582,-0.8467
2001-03-05,0.9313,1.2414
2001-03-06,1.0887,1.3611
2001-03-07,0.3434,-0.1698
2001-03-08,-0.6118,0.0227
2001-03-09,-0.9995,-1.4309
2001-03-12,-2.5443,-1.5336
2001-03-13,-1.3831,-1.8155
2001-03-14,-2.831,-1.657
2001-03-15,1.6539,1.8356
2001-03-16,-2.6394,-2.9042
2001-03-19,-1.3462,-0.2028
2001-03-20,2.2072,1.7157
2001-03-21,-2.7683,-1.8782
2001-03-22,-4.1634,-4.0787
2001-03-23,2.9074,1.6479
2001-03-26,3.2878,3.2258
2001-03-27,3.6885,2.7172
2001-03-28,-2.0324,-1.9923
2001-03-29,1.062,-0.4558
2001-03-30,-0.8394,0.8108
2001-04-02,-1.1868,-0.2709
2001-04-03,-3.5985,-2.7648
2001-04-04,0.7959,1.3287
2001-04-05,3.1385,1.5545
2001-04-06,-1.2897,-0.3613
2001-04-09,1.4412,1.104
2001-04-10,2.2977,2.4668
2001-04-11,0.6311,-0.2573
2001-04-12,0.8593,-0.3706
2001-04-13,0.0,0.0
2001-04-16,0.0,0.0
2001-04-17,-1.1116,-0.0961
2001-04-18,3.8631,2.2412
2001-04-19,0.2762,-0.3153
2001-04-20,-0.8725,0.1397
2001-04-23,-1.2482,-0.1454
2001-04-24,1.2078,-0.528
2001-04-25,-0.1532,-0.2193
2001-04-26,0.1385,0.701
2001-04-27,0.8423,1.4156
2001-04-30,1.4456,0.2615
2001-05-01,0.0,-0.6524
2001-05-02,-0.8088,-0.4018
2001-05-03,-2.0063,-2.3439
2001-05-04,0.8065,1.8121
2001-05-07,-0.2551,0.0
2001-05-08,-0.227,0.2744
2001-05-09,-0.7331,0.1235
2001-05-10,1.6695,1.1931
2001-05-11,-0.3919,-1.1271
2001-05-14,-1.2431,-3.4985
2001-05-15,0.094,2.6789
2001-05-16,1.2859,0.7038
2001-05-17,0.4126,0.3487
2001-05-18,0.2115,0.1766
2001-05-21,1.0183,0.4499
2001-05-22,0.3315,0.5896
2001-05-23,-0.8825,-1.3247
2001-05-24,1.0241,0.313
2001-05-25,-0.8812,-0.4414
2001-05-28,-0.1083,0.0
2001-05-29,-1.5522,-0.4403
2001-05-30,-1.2926,-1.1429
2001-05-31,1.358,-0.0121
2001-06-01,0.0312,0.2321
2001-06-04,0.8583,0.8073
2001-06-05,1.0423,1.1278
2001-06-06,-0.796,-0.3556
2001-06-07,-0.1323,0.7932
2001-06-08,0.0479,0.0383
2001-06-11,-0.3955,-1.5133
2001-06-12,-1.6809,-0.9644
2001-06-13,0.8712,0.2791
2001-06-14,-1.3199,-1.1625
2001-06-15,-1.9248,-0.5142
2001-06-18,-0.78,-0.8973
2001-06-19,0.9114,0.1543
2001-06-20,-0.785,0.3382
2001-06-21,0.8567,-1.0211
2001-06-22,0.2597,0.4306
2001-06-25,-0.6639,-0.0669
2001-06-26,-0.9239,-1.8757
2001-06-27,-0.2512,0.9405
2001-06-28,2.3773,0.5435
2001-06-29,1.4503,0.0725
2001-07-02,0.8438,1.3147
2001-07-03,-0.8619,-1.3429
2001-07-04,-0.6789,-0.6989
2001-07-05,-0.2748,-0.9085
2001-07-06,-2.2851,-1.268
2001-07-09,0.1324,-0.1894
2001-07-10,-0.9121,-0.0176
2001-07-11,-0.2496,-1.3907
2001-07-12,1.5181,1.664
2001-07-13,0.6474,1.0107
2001-07-16,-1.2525,-0.3587
2001-07-17,-0.1213,-1.6197
2001-07-18,-2.0232,-0.4269
2001-07-19,1.7687,0.6076
2001-07-20,-1.1258,-0.9265
2001-07-23,0.48,0.3384
2001-07-24,-2.2182,-1.5748
2001-07-25,-1.4214,-0.8351
2001-07-26,1.6658,0.196
2001-07-27,1.3936,2.2139
2001-07-30,0.6487,0.8062
2001-07-31,1.1913,1.5127
2001-08-01,-0.4429,0.3234
2001-08-02,-0.9931,0.678
2001-08-03,-0.7166,-0.6622
2001-08-06,0.1771,-0.3809
2001-08-07,0.1126,0.1876
2001-08-08,-2.399,-1.0893
2001-08-09,-1.8208,-1.3432
2001-08-10,-1.4294,0.4492
2001-08-13,0.3732,0.0715
2001-08-14,1.2274,1.4121
2001-08-15,-1.1823,-0.8386
2001-08-16,-1.7143,-1.3148
2001-08-17,-2.6073,-0.8839
2001-08-20,-0.2736,0.2868
2001-08-21,0.159,1.36
2001-08-22,0.0786,-0.3985
2001-08-23,0.6481,-0.2245
2001-08-24,2.5401,1.3963
2001-08-27,0.3521,0.0
2001-08-28,-1.8069,-0.6804
2001-08-29,-0.0712,-0.313
2001-08-30,-2.688,-1.5684
2001-08-31,0.4992,0.2307
2001-09-03,-1.8132,-0.6146
2001-09-04,2.2379,1.2707
2001-09-05,-3.0725,-1.1817
2001-09-06,-3.4213,-2.1016
2001-09-07,-2.968,-2.5755
2001-09-10,-1.2797,-0.722
2001-09-11,-8.4923,-5.7155
2001-09-12,1.4431,2.8685
2001-09-13,1.3194,1.2595
2001-09-14,-6.2931,-3.8001
2001-09-17,2.8807,3.009
2001-09-18,-0.9375,-1.0237
2001-09-19,-3.6485,-2.6195
2001-09-20,-5.7432,-3.4901
2001-09-21,-0.589,-2.7038
2001-09-24,6.6397,4.0637
2001-09-25,-0.7322,1.0742
2001-09-26,2.1501,0.7008
2001-09-27,2.1776,1.438
2001-09-28,2.955,2.9339
2001-10-01,-1.5826,-2.4016
2001-10-02,1.5149,0.976
2001-10-03,3.0775,1.0237
2001-10-04,2.5125,2.7537
2001-10-05,-1.3289,0.3945
2001-10-08,0.1662,-0.0659
2001-10-09,-0.5057,-0.4554
2001-10-10,3.1475,2.8598
2001-10-11,2.2819,0.2302
2001-10-12,-1.978,-0.376
2001-10-15,-1.6573,-1.5206
2001-10-16,1.7149,0.3023
2001-10-17,0.3964,2.3773
2001-10-18,-1.5167,-1.6793
2001-10-19,-1.33,-1.9222
2001-10-22,2.3438,1.0509
2001-10-23,1.8379,2.4243
2001-10-24,2.2873,-0.4956
2001-10-25,-1.9997,-1.5677
2001-10-26,2.2194,2.0065
2001-10-29,-3.3175,-1.9805
2001-10-30,-2.497,-1.618
2001-10-31,0.3334,0.7217
2001-11-01,1.6889,0.6254
2001-11-02,-1.1393,1.1498
2001-11-05,3.7484,1.5514
2001-11-06,-0.9981,0.0948
2001-11-07,3.2502,0.0424
2001-11-08,2.7344,1.1851
2001-11-09,-1.6722,-0.6419
2001-11-12,-1.8269,-1.8683
2001-11-13,2.6264,2.5424
2001-11-14,0.1326,-0.6883
2001-11-15,1.0659,-0.0487
2001-11-16,1.1248,1.0076
2001-11-19,2.4189,0.8879
2001-11-20,-1.7149,-0.7357
2001-11-21,-0.1795,0.2848
2001-11-22,0.7374,0.6052
2001-11-23,0.5158,-0.9864
2001-11-26,-0.7154,0.1746
2001-11-27,-1.0667,-0.6882
2001-11-28,-2.8386,-1.1533
2001-11-29,0.4095,0.063
2001-11-30,1.0905,-0.0952
2001-12-03,-0.0295,-0.7478
2001-12-04,0.5122,0.9197
2001-12-05,4.9613,2.329
2001-12-06,0.1623,0.6797
2001-12-07,-1.3708,-1.9561
2001-12-10,-1.4301,-1.5138
2001-12-11,0.4248,-0.4681
2001-12-12,-1.6301,-0.7902
2001-12-13,-1.9063,-0.8814
2001-12-14,-1.1403,-0.2727
2001-12-17,3.2299,1.4876
2001-12-18,-0.5594,0.2876
2001-12-19,-1.0904,-0.5927
2001-12-20,-1.0141,-0.7874
2001-12-21,1.7201,1.555
2001-12-24,0.0,0.3524
2001-12-25,0.0,0.0
2001-12-26,0.0,0.0
2001-12-27,1.955,0.6917
2001-12-28,0.8397,0.5601
2001-12-31,0.0,-0.4782
2002-01-01,0.0,0.0
2002-01-02,0.1508,0.018
2002-01-03,1.9817,1.9259
2002-01-04,0.9191,0.0934
2002-01-07,-1.6265,-0.5671
2002-01-08,0.0793,-0.8161
2002-01-09,0.99,-0.4173
2002-01-10,-1.1365,-0.7222
2002-01-11,-0.347,0.1516
2002-01-14,-2.7664,-1.6364
2002-01-15,-0.075,1.0267
2002-01-16,-1.5377,-0.7437
2002-01-17,2.9935,0.212
2002-01-18,-0.2176,-0.2269
2002-01-21,-1.0247,0.229
2002-01-22,-0.4738,0.2075
2002-01-23,2.3249,0.611
2002-01-24,0.1435,1.0132
2002-01-25,-0.2671,-0.7661
2002-01-28,0.0463,0.5887
2002-01-29,-1.4441,-1.7654
2002-01-30,-0.6357,-0.82
2002-01-31,1.0967,1.4827
2002-02-01,-0.2066,0.4821
2002-02-04,-2.2087,-0.431
2002-02-05,-0.9576,-1.4311
2002-02-06,-2.6807,-0.3838
2002-02-07,1.2116,1.0489
2002-02-08,-0.5485,0.0207
2002-02-11,2.1516,0.657
2002-02-12,-1.1178,-0.5051
2002-02-13,1.0353,0.3546
2002-02-14,0.7785,1.0639
2002-02-15,-2.2351,-0.5043
2002-02-18,0.1884,-0.5439
2002-02-19,-2.2109,-1.1988
2002-02-20,0.3398,-1.3422
2002-02-21,1.4746,0.9785
2002-02-22,-2.1677,-0.4429
2002-02-25,2.4857,0.988
2002-02-26,0.7034,0.7491
2002-02-27,1.2755,0.7684
2002-02-28,1.5898,-1.4962
2002-03-01,1.1576,1.3343
2002-03-04,2.9119,1.4115
2002-03-05,-0.3273,-0.5332
2002-03-06,1.0823,0.6043
2002-03-07,0.0789,0.6977
2002-03-08,1.3257,0.0665
2002-03-11,-0.3523,-0.5055
2002-03-12,-1.2145,-0.1223
2002-03-13,-0.5652,0.3705
2002-03-14,0.5886,-0.1999
2002-03-15,2.3544,0.5951
2002-03-18,0.4616,0.136
2002-03-19,0.6729,0.3045
2002-03-20,-1.7913,-0.9249
2002-03-21,-0.2986,-0.2582
2002-03-22,0.3262,-0.0533
2002-03-25,-0.9085,-0.8931
2002-03-26,1.3768,-0.1566
2002-03-27,-0.7901,0.3703
2002-03-28,0.9217,1.0942
2002-03-29,0.0,0.0
2002-04-01,0.0,0.0
2002-04-02,-1.5973,-0.3855
2002-04-03,-0.5505,-0.0686
2002-04-04,-0.5091,-0.7313
2002-04-05,0.1062,0.464
2002-04-08,-1.5246,-1.0524
2002-04-09,-0.1946,0.0195
2002-04-10,1.8396,0.9568
2002-04-11,-1.9448,-1.7534
2002-04-12,0.517,0.4592
2002-04-15,1.0511,0.7832
2002-04-16,1.9008,1.1235
2002-04-17,-0.474,0.076
2002-04-18,-1.0467,-0.6556
2002-04-19,0.4118,0.2721
2002-04-22,-1.4962,-0.422
2002-04-23,-0.257,-0.5837
2002-04-24,-0.6156,0.5236
2002-04-25,-2.049,-0.3953
2002-04-26,-1.069,-0.7413
2002-04-29,0.1532,-0.0998
2002-04-30,0.6621,0.2274
2002-05-01,0.0,-0.7757
2002-05-02,-1.5203,0.9472
2002-05-03,-1.6475,0.5603
2002-05-06,-0.043,0.0
2002-05-07,-0.1692,-1.5981
2002-05-08,3.2054,1.7422
2002-05-09,-1.2351,-0.2212
2002-05-10,-1.9084,-0.5068
2002-05-13,2.1303,0.6497
2002-05-14,1.4793,0.6653
2002-05-15,0.4617,0.3748
2002-05-16,-0.4917,-0.2012
2002-05-17,-0.2187,-0.5821
2002-05-20,-0.743,-0.1893
2002-05-21,-0.2877,-0.2091
2002-05-22,-1.3062,-0.872
2002-05-23,-0.8131,0.4546
2002-05-24,0.4023,-0.1206
2002-05-27,1.2739,-0.6347
2002-05-28,-0.8659,-1.2079
2002-05-29,-0.7478,0.1726
2002-05-30,-2.4548,-0.8308
2002-05-31,1.1831,0.8792
2002-06-03,-1.4601,0.0
2002-06-04,-2.5729,0.0
2002-06-05,-0.032,-1.8863
