y,slope(-1),Rme(-1),rec(-1),c
0.0,1.26136,0.0127,0.0,1.0
0.0,1.21187,0.0291,0.0,1.0
0.0,1.3107,-0.0437,0.0,1.0
0.0,1.50764,0.0665,0.0,1.0
0.0,1.47795,-0.0155,0.0,1.0
0.0,1.30927,0.031,0.0,1.0
0.0,1.41456,-0.0625,0.0,1.0
0.0,1.2711,-0.0229,0.0,1.0
0.0,1.27677,0.0306,0.0,1.0
0.0,1.48097,-0.0946,0.0,1.0
0.0,1.40611,-0.0034,0.0,1.0
0.0,0.97613,-0.0844,0.0,1.0
0.0,0.08918,0.0957,0.0,1.0
0.0,-0.20294,-0.0377,0.0,1.0
0.0,-0.18711,-0.0935,0.0,1.0
0.0,-0.29916,0.0783,0.0,1.0
0.0,-0.68903,0.0461,0.0,1.0
0.0,-1.02006,-0.0641,0.0,1.0
0.0,-1.22835,0.0664,0.0,1.0
0.0,-1.15776,-0.0259,0.0,1.0
0.0,-1.20406,0.0251,0.0,1.0
0.0,-1.41742,0.0061,0.0,1.0
0.0,-1.55414,0.0035,0.0,1.0
0.0,-1.54257,0.0647,0.0,1.0
0.0,-1.47915,0.0321,0.0,1.0
0.0,-1.22976,-0.0239,0.0,1.0
0.0,-1.05877,-0.0524,0.0,1.0
0.0,-0.67747,-0.0318,0.0,1.0
0.0,-0.87294,0.0883,0.0,1.0
0.0,-1.21175,0.0487,0.0,1.0
0.0,-1.07202,0.007,0.0,1.0
0.0,-0.99887,0.0507,0.0,1.0
0.0,-1.01913,0.0283,0.0,1.0
0.0,-0.74348,-0.0467,0.0,1.0
0.0,-0.82115,0.0434,0.0,1.0
0.0,-0.96374,0.0277,0.0,1.0
0.0,-0.87947,0.0124,0.0,1.0
0.0,-0.97132,0.0161,0.0,1.0
0.0,-0.79212,0.0174,0.0,1.0
0.0,-0.3051,-0.0097,0.0,1.0
0.0,-0.06576,0.0651,0.0,1.0
