Date,ln std,ln std(-1),ln std(-2),ln VIX(-1),ln VIX(-2),R(-1),R(-2)
2018-06-04,2.33018,2.69167,3.01663,2.77071,3.16209,2.08337,-4.86213
2018-07-05,2.109,2.33018,2.69167,2.54475,2.77071,4.21904,2.08337
2018-08-06,2.0522,2.109,2.33018,2.70605,2.54475,-0.37352,4.21904
2018-09-06,1.95005,2.0522,2.109,2.42214,2.70605,4.15806,-0.37352
2018-10-08,1.79647,1.95005,2.0522,2.68444,2.42214,0.97004,4.15806
2018-11-07,3.18663,1.79647,1.95005,2.75302,2.68444,0.22168,0.97004
2018-12-11,3.02489,3.18663,1.79647,2.79484,2.75302,-2.44554,0.22168
2019-01-14,3.34802,3.02489,3.18663,3.08007,2.79484,-6.29413,-2.44554
2019-02-14,2.45339,3.34802,3.02489,2.94812,3.08007,-2.0544,-6.29413
2019-03-19,2.1404,2.45339,3.34802,2.78625,2.94812,6.31609,-2.0544
2019-04-18,2.29207,2.1404,2.45339,2.60712,2.78625,3.16273,6.31609
2019-05-21,2.56768,2.29207,2.1404,2.49238,2.60712,2.5581,3.16273
2019-06-21,2.51263,2.56768,2.29207,2.70471,2.49238,-1.39999,2.5581
2019-07-24,2.02497,2.51263,2.56768,2.73437,2.70471,3.00591,-1.39999
2019-08-23,3.0679,2.02497,2.51263,2.49072,2.73437,2.34201,3.00591
2019-09-25,2.24466,3.0679,2.02497,2.98921,2.49072,-5.7111,2.34201
2019-10-25,2.57665,2.24466,3.0679,2.77009,2.98921,4.83859,-5.7111
2019-11-26,1.69157,2.57665,2.24466,2.53766,2.77009,1.26237,4.83859
2019-12-30,2.02119,1.69157,2.57665,2.44582,2.53766,3.903,1.26237
2020-01-31,2.43051,2.02119,1.69157,2.69598,2.44582,2.57187,3.903
2020-03-04,3.49287,2.43051,2.02119,2.93598,2.69598,0.13131,2.57187
2020-04-03,4.4909,3.49287,2.43051,3.46542,2.93598,-2.95766,0.13131
2020-05-06,3.59765,4.4909,3.49287,3.84588,3.46542,-20.49346,-2.95766
2020-06-08,2.99631,3.59765,4.4909,3.52988,3.84588,14.45643,-20.49346
2020-07-09,3.31281,2.99631,3.59765,3.25076,3.52988,13.4801,14.45643
2020-08-10,2.40193,3.31281,2.99631,3.37622,3.25076,-2.48547,13.4801
2020-09-10,3.01996,2.40193,3.31281,3.09693,3.37622,6.6122,-2.48547
2020-10-12,2.92425,3.01996,2.40193,3.39148,3.09693,-0.63324,6.6122
2020-11-11,3.0422,2.92425,3.01996,3.22167,3.39148,5.84064,-0.63324
2020-12-14,2.48052,3.0422,2.92425,3.15487,3.22167,1.08765,5.84064
2021-01-15,2.3644,2.48052,3.0422,3.20761,3.15487,2.09452,1.08765
2021-02-18,2.72428,2.3644,2.48052,3.19212,3.20761,3.31077,2.09452
2021-03-22,2.89756,2.72428,2.3644,3.11307,3.19212,3.86705,3.31077
2021-04-23,2.40538,2.89756,2.72428,2.9381,3.11307,0.68013,3.86705
2021-05-26,2.5882,2.40538,2.89756,2.85244,2.9381,7.48315,0.68013
2021-06-28,2.10178,2.5882,2.40538,2.85417,2.85244,0.19987,7.48315
2021-07-29,2.3975,2.10178,2.5882,2.75748,2.85417,2.25501,0.19987
2021-08-30,2.11631,2.3975,2.10178,2.87356,2.75748,2.99584,2.25501
2021-09-30,2.49563,2.11631,2.3975,2.78439,2.87356,2.48102,2.99584
2021-11-01,2.33768,2.49563,2.11631,3.14156,2.78439,-4.88541,2.48102
2021-12-02,2.62456,2.33768,2.49563,2.79789,3.14156,7.10684,-4.88541
2022-01-04,2.7454,2.62456,2.33768,3.33042,2.79789,-0.79264,7.10684
2022-02-04,2.9713,2.7454,2.62456,2.82791,3.33042,4.72876,-0.79264
2022-03-09,3.18267,2.9713,2.7454,3.14501,2.82791,-6.1126,4.72876
2022-04-08,2.87234,3.18267,2.9713,3.4797,3.14501,-4.9472,-6.1126
2022-05-11,3.37045,2.87234,3.18267,3.05211,3.4797,4.91832,-4.9472
2022-06-13,3.40479,3.37045,2.87234,3.48308,3.05211,-12.32321,4.91832
2022-07-15,3.10295,3.40479,3.37045,3.52695,3.48308,-4.71516,-12.32321
2022-08-16,2.87877,3.10295,3.40479,3.18759,3.52695,3.02777,-4.71516
2022-09-16,3.14427,2.87877,3.10295,2.98011,3.18759,11.44245,3.02777
2022-10-18,3.31541,3.14427,2.87877,3.26957,2.98011,-10.03136,11.44245
2022-11-17,3.30942,3.31541,3.14427,3.41773,3.26957,-3.95913,-10.03136
2022-12-20,2.94867,3.30942,3.31541,3.17513,3.41773,6.09089,-3.95913
2023-01-24,2.84706,2.94867,3.30942,3.06712,3.17513,-3.1658,6.09089
2023-02-24,2.77072,2.84706,2.94867,2.95491,3.06712,5.11118,-3.1658
2023-03-28,2.82143,2.77072,2.84706,3.07593,2.95491,-1.1678,5.11118
2023-05-01,2.52675,2.82143,2.77072,2.99423,3.07593,0.03098,-1.1678
2023-06-02,2.60816,2.52675,2.82143,2.77758,2.99423,2.88928,0.03098
2023-07-06,2.27862,2.60816,2.52675,2.68102,2.77758,3.95162,2.88928
2023-08-07,2.23129,2.27862,2.60816,2.73696,2.68102,3.01749,3.95162
2023-09-07,2.41455,2.23129,2.27862,2.75811,2.73696,2.42203,3.01749
2023-10-09,2.52023,2.41455,2.23129,2.66723,2.75811,-1.48945,2.42203
2023-11-08,2.66509,2.52023,2.41455,2.87356,2.66723,-2.59439,-1.48945
2023-12-11,2.27053,2.66509,2.52023,2.67069,2.87356,1.0868,-2.59439
2024-01-12,2.32491,2.27053,2.66509,2.53607,2.67069,5.46822,1.0868
2024-02-14,2.46509,2.32491,2.27053,2.5416,2.53607,3.49145,5.46822
2024-03-18,2.42399,2.46509,2.32491,2.66584,2.5416,4.53172,3.49145
2024-04-18,2.40104,2.42399,2.46509,2.66236,2.66584,2.97563,4.53172
2024-05-20,2.40991,2.40104,2.42399,2.89037,2.66236,-2.68574,2.97563
2024-06-21,2.06559,2.40991,2.40104,2.49733,2.89037,5.92702,-2.68574
2024-07-24,2.52673,2.06559,2.40991,2.58022,2.49733,2.94812,5.92702
2024-08-23,2.98065,2.52673,2.06559,2.89259,2.58022,-0.68605,2.94812
2024-09-25,2.59539,2.98065,2.52673,2.7638,2.89259,3.82302,-0.68605
2024-10-25,2.20659,2.59539,2.98065,2.73502,2.7638,1.55556,3.82302
2024-11-26,2.58091,2.20659,2.59539,3.0121,2.73502,1.50046,1.55556
2024-12-30,2.62258,2.58091,2.20659,2.64617,3.0121,3.67606,1.50046
